Time,C3,C4,P3,P4,PO3,PO4,O1,O2
224.00,17.57,18.86,17.01,16.25,8.75,0.82,-3.62,-5.80
228.00,18.77,20.99,15.51,12.96,2.57,-2.57,-6.39,-8.52
232.00,16.83,16.89,14.20,8.84,1.28,-3.08,-5.84,-7.05
236.00,15.87,16.95,7.95,4.01,-0.06,-5.59,-4.95,-4.12
240.00,16.85,10.49,6.55,0.29,-1.63,-3.06,-7.01,-1.74
244.00,13.02,12.19,3.61,0.70,-6.14,-3.97,-5.23,-0.94
248.00,12.34,8.53,3.21,-3.80,-6.03,-3.24,-1.26,5.79
252.00,8.87,2.67,-0.66,-1.84,-4.53,-3.90,3.73,7.48
256.00,8.45,1.90,-2.19,-4.61,-3.37,-0.83,2.53,11.40
260.00,4.90,0.39,-3.23,-5.11,-0.79,-0.05,8.62,9.84
264.00,3.60,-3.00,-5.67,-1.19,0.63,4.64,10.00,10.00
268.00,-0.21,-0.19,-1.25,-0.04,4.02,5.66,8.00,12.70
272.00,-1.13,-3.97,-0.61,0.00,5.11,8.14,12.37,9.70
276.00,-3.07,-4.39,-1.08,1.66,5.41,8.67,10.16,11.17
280.00,-1.72,-1.75,2.62,4.64,7.14,9.21,8.15,5.29
284.00,-0.71,-1.87,0.95,6.10,8.44,11.00,8.45,6.00
288.00,-2.78,3.79,4.79,6.05,12.23,10.25,7.35,3.11
292.00,1.47,1.09,7.69,11.19,9.93,7.83,2.64,-2.80
296.00,0.81,3.57,6.52,12.55,9.85,4.03,2.67,-7.16
300.00,5.02,4.69,9.56,11.68,8.60,6.02,-0.62,-7.44
304.00,3.15,9.58,11.29,8.50,3.78,-1.78,-4.64,-14.14
308.00,9.08,10.06,10.74,10.06,1.23,-3.42,-7.11,-14.12
312.00,7.28,11.82,7.65,3.93,2.03,-7.61,-14.54,-15.47
316.00,6.84,9.99,4.97,4.35,-1.84,-11.62,-12.79,-13.75
320.00,11.48,8.04,2.88,-0.29,-8.18,-11.51,-17.83,-14.64
324.00,7.90,6.30,4.67,-1.60,-7.13,-13.25,-15.14,-15.58
328.00,9.79,7.54,-2.21,-8.32,-10.77,-13.61,-13.99,-12.70
332.00,7.13,3.75,-4.45,-7.45,-12.25,-13.38,-14.15,-5.55
336.00,2.81,-0.36,-4.56,-9.40,-12.54,-16.36,-12.93,-3.57
340.00,3.67,-2.19,-10.80,-15.64,-16.65,-12.99,-8.08,0.83
344.00,0.91,-6.02,-8.62,-13.81,-16.16,-12.91,-4.48,9.43
348.00,-3.21,-8.13,-13.36,-15.33,-15.08,-9.22,3.83,11.19
352.00,-7.72,-9.22,-16.05,-15.57,-11.98,-4.19,6.89,18.31
356.00,-9.16,-11.62,-13.47,-14.98,-9.40,-0.80,10.04,20.02
360.00,-10.30,-13.40,-13.33,-12.02,-2.62,6.88,13.89,25.37
364.00,-13.02,-14.35,-12.22,-5.05,-0.25,10.94,21.26,28.54
368.00,-12.29,-14.33,-9.95,-4.88,5.50,14.01,23.63,31.00
372.00,-12.76,-14.15,-7.28,0.48,10.18,18.05,27.94,28.11
376.00,-14.91,-12.07,-2.71,5.88,14.60,21.05,28.23,26.95
380.00,-11.86,-7.52,-2.24,6.43,14.97,22.76,25.81,27.81
384.00,-7.53,-6.22,4.76,13.42,19.09,24.10,29.02,23.10
388.00,-6.19,1.27,6.42,15.50,20.27,27.62,24.69,19.90
392.00,-2.22,2.17,12.31,19.27,24.45,26.09,19.98,14.92
396.00,-3.28,3.90,12.14,21.58,22.91,23.42,19.16,12.68
400.00,3.57,7.88,15.49,21.58,21.82,23.27,13.19,7.06
404.00,7.53,12.44,21.15,21.47,21.21,15.74,10.82,1.49
408.00,10.34,16.39,21.27,24.16,17.51,12.82,6.47,-2.92
412.00,11.10,18.40,22.17,21.44,17.35,12.33,2.69,-4.08
416.00,11.73,18.74,21.58,19.46,12.53,5.43,-2.04,-8.17
420.00,16.60,20.67,18.38,14.77,10.31,3.97,-6.45,-6.55
424.00,15.30,20.02,15.09,14.06,5.14,-0.31,-8.93,-10.84
428.00,16.50,15.12,15.30,10.86,0.48,-5.68,-6.63,-7.13
432.00,16.99,17.34,9.58,3.47,-1.04,-7.84,-10.33,-9.72
436.00,16.13,13.31,6.93,1.21,-3.22,-6.89,-9.21,-7.15
440.00,15.21,9.19,4.81,-0.36,-8.23,-6.33,-9.68,-3.68
444.00,11.13,6.94,2.38,-2.28,-8.10,-6.66,-5.62,-2.75
448.00,8.46,4.75,1.22,-4.09,-7.98,-5.57,-2.36,2.69
452.00,7.83,3.32,-1.82,-5.86,-5.16,-6.60,-0.38,2.29
456.00,6.18,1.46,-7.42,-9.21,-4.87,-4.56,1.90,3.43
460.00,1.57,-1.62,-7.60,-6.56,-5.93,-0.13,3.39,6.71
464.00,-2.95,-2.52,-4.13,-7.79,-4.36,3.33,6.59,7.06
468.00,-3.68,-6.51,-8.19,-3.54,0.41,3.44,8.03,8.70
472.00,-3.15,-3.51,-3.80,-0.60,0.70,6.08,5.11,5.26
476.00,-5.46,-7.87,-4.56,-2.33,3.47,7.60,6.00,2.69
480.00,-4.58,-2.56,-4.03,-0.77,6.44,8.74,4.95,1.68
484.00,-2.90,-5.90,-1.55,4.78,4.93,7.75,5.41,-1.89
488.00,-5.23,-2.18,3.93,5.17,6.91,6.78,1.53,-5.68
492.00,-5.41,-2.48,5.40,6.94,4.77,4.30,-0.60,-6.52
496.00,-0.83,3.77,5.86,5.47,7.15,3.84,-1.61,-12.54
500.00,2.48,3.06,6.92,4.46,5.27,-3.37,-7.46,-15.51
504.00,2.00,5.15,8.29,4.39,2.23,-6.27,-8.94,-17.23
508.00,1.36,5.30,3.75,2.60,-2.15,-5.72,-15.54,-17.99
512.00,5.14,6.61,4.45,3.01,-4.95,-12.37,-16.96,-20.63
516.00,6.22,7.08,4.42,-2.01,-7.88,-11.86,-20.10,-20.48
520.00,6.17,5.41,3.16,-2.51,-13.29,-15.50,-22.91,-21.10
524.00,5.56,1.70,-3.07,-9.37,-14.74,-16.96,-21.05,-17.93
528.00,5.02,1.33,-1.69,-11.32,-15.93,-20.12,-20.11,-13.81
532.00,2.88,-2.29,-7.54,-15.29,-18.65,-21.87,-16.22,-12.29
536.00,1.92,-2.32,-12.03,-16.36,-17.80,-19.71,-13.59,-8.14
540.00,-1.95,-9.23,-13.98,-19.87,-19.79,-15.96,-11.28,-1.38
544.00,-3.29,-8.74,-13.04,-18.39,-19.42,-15.40,-9.82,2.63
548.00,-6.77,-10.54,-15.04,-18.96,-17.16,-13.84,-1.35,4.98
552.00,-9.36,-14.08,-20.23,-18.06,-13.31,-8.99,2.53,9.22
556.00,-11.96,-14.58,-20.35,-18.03,-14.35,-3.69,7.72,17.47
560.00,-11.82,-18.61,-19.45,-17.80,-9.16,-0.99,12.33,18.13
564.00,-15.91,-16.56,-14.98,-13.06,-5.87,3.00,16.50,22.18
568.00,-14.97,-19.39,-15.76,-6.49,-0.02,7.17,19.91,20.38
572.00,-16.08,-18.80,-10.93,-3.03,2.20,15.35,20.28,23.59
576.00,-19.37,-15.77,-9.56,-0.48,7.37,15.87,19.93,22.70
580.00,-14.21,-10.57,-3.84,2.82,12.52,19.05,20.50,21.07
584.00,-13.79,-7.79,-3.57,8.62,13.98,21.03,21.08,19.32
588.00,-10.88,-4.73,1.63,10.86,17.89,20.51,19.21,12.12
592.00,-9.43,-0.14,8.18,11.86,16.11,16.89,16.01,11.71
596.00,-3.09,-0.07,8.68,15.67,19.03,17.35,11.58,6.13
600.00,-2.53,7.03,14.63,17.60,16.90,13.96,9.68,-1.01
604.00,1.20,6.50,16.20,17.06,14.64,11.42,7.05,-1.75
608.00,2.62,10.27,17.18,15.05,11.69,10.31,0.54,-8.56
612.00,6.72,11.34,15.13,14.71,9.45,5.42,-1.59,-8.78
616.00,9.96,12.60,16.07,14.91,9.32,1.55,-7.04,-11.10
620.00,10.43,14.35,14.43,9.14,2.95,-4.96,-10.83,-13.24
624.00,10.56,11.68,10.48,6.06,0.44,-4.94,-14.63,-16.51
628.00,12.97,15.15,8.73,5.01,-1.68,-9.98,-15.20,-17.72
632.00,10.43,11.28,8.70,1.86,-3.97,-10.15,-15.78,-12.36
636.00,13.93,11.13,1.13,-0.91,-7.34,-12.30,-14.00,-15.23
640.00,11.67,8.39,2.59,-5.70,-11.11,-13.32,-12.18,-8.80
644.00,6.24,5.50,-3.25,-8.35,-10.83,-10.95,-13.33,-9.70
648.00,6.71,2.65,-6.40,-8.05,-10.66,-11.72,-8.38,-3.70
652.00,4.87,-0.52,-10.12,-10.54,-9.94,-12.88,-7.49,-0.71
656.00,2.39,-3.07,-9.35,-13.01,-11.99,-10.57,-2.67,1.48
660.00,-0.85,-8.54,-11.65,-9.27,-11.98,-6.05,-0.89,0.08
664.00,-2.45,-10.99,-10.02,-9.40,-8.65,-6.26,1.96,0.94
668.00,-4.34,-10.00,-11.16,-9.45,-8.00,-3.92,2.61,1.43
672.00,-5.63,-10.22,-7.58,-5.37,-3.91,-0.09,1.23,0.86
676.00,-9.14,-7.36,-5.72,-6.24,-2.95,0.67,-0.41,0.49
680.00,-10.81,-8.60,-5.06,-1.86,2.07,3.19,-0.80,-1.83
684.00,-9.28,-6.66,-2.23,-2.21,3.22,-0.16,-2.06,-4.14
688.00,-9.65,-5.05,-3.76,-1.18,0.67,1.12,-3.21,-8.77
692.00,-7.20,-2.87,0.06,2.77,-0.55,1.77,-7.56,-10.42
696.00,-4.72,-2.53,-1.61,4.14,2.33,-3.98,-8.21,-17.45
700.00,-2.80,-1.00,1.92,3.00,1.77,-5.44,-13.62,-17.55
704.00,-1.75,0.62,3.30,-0.33,-0.99,-8.35,-15.80,-21.01
708.00,0.21,2.71,4.48,-0.16,-3.02,-10.34,-21.37,-25.29
712.00,2.72,0.67,2.85,-2.50,-7.03,-16.68,-22.11,-23.36
716.00,1.05,1.74,-0.35,-6.45,-12.23,-20.38,-22.92,-24.82
720.00,0.01,3.00,-2.25,-6.93,-13.76,-19.44,-22.65,-27.07
724.00,2.50,1.29,-2.48,-13.41,-15.53,-20.67,-25.50,-22.71
728.00,3.69,-3.17,-6.80,-13.21,-21.35,-22.80,-24.29,-22.17
732.00,1.42,-6.06,-10.30,-16.64,-23.77,-24.25,-23.38,-16.80
736.00,-3.83,-8.30,-15.55,-18.55,-21.14,-24.67,-18.97,-10.64
740.00,-4.10,-7.60,-14.96,-20.58,-22.95,-21.15,-15.53,-9.35
744.00,-4.89,-11.29,-20.49,-22.87,-22.20,-17.04,-13.85,-1.85
748.00,-9.36,-16.81,-18.63,-22.82,-18.82,-13.64,-5.70,1.94
752.00,-10.14,-16.67,-20.49,-20.50,-19.12,-12.71,-1.94,6.17
756.00,-14.71,-17.58,-23.87,-18.06,-13.27,-5.32,1.42,10.46
760.00,-18.03,-20.25,-20.73,-19.06,-11.45,-0.35,7.55,13.79
764.00,-19.93,-20.45,-16.98,-14.38,-5.10,0.25,11.22,19.26
768.00,-18.25,-19.17,-18.86,-11.30,-4.71,4.11,12.23,22.26
772.00,-18.58,-21.01,-15.29,-9.22,3.18,9.18,17.06,18.34
776.00,-17.02,-16.44,-10.51,-2.64,7.12,12.39,17.28,21.36
780.00,-19.43,-11.36,-8.16,2.03,9.97,14.32,18.69,17.09
784.00,-15.49,-8.70,-5.42,5.83,11.79,18.18,18.11,12.55
788.00,-13.57,-6.23,0.75,10.43,17.44,16.51,18.11,12.24
792.00,-8.35,-2.19,5.95,13.77,14.27,17.34,12.25,6.82
796.00,-7.49,1.59,10.34,14.66,14.98,16.28,12.18,2.16
800.00,-3.30,3.70,11.67,16.95,16.24,15.33,6.87,-2.55
804.00,-2.22,6.67,11.30,16.68,15.96,12.11,5.01,-3.91
808.00,1.81,8.41,15.46,14.92,14.01,4.67,0.67,-11.85
812.00,7.21,10.70,15.42,12.39,11.51,2.22,-4.99,-12.44
816.00,7.85,14.27,15.82,9.94,6.06,-2.59,-8.40,-12.42
820.00,11.86,12.71,12.99,9.21,1.30,-2.86,-11.21,-14.78
824.00,12.62,15.29,9.01,7.68,-0.67,-7.58,-13.15,-19.19
828.00,11.02,11.30,8.26,3.00,-4.17,-12.28,-16.57,-18.16
832.00,10.65,12.56,5.29,-1.64,-9.36,-11.61,-14.70,-14.15
836.00,12.97,8.35,1.20,-1.08,-7.64,-13.62,-15.99,-15.01
840.00,11.50,7.06,0.61,-4.63,-13.45,-15.26,-11.64,-10.41
844.00,8.96,4.99,-4.67,-8.99,-13.49,-12.69,-11.91,-9.79
848.00,7.72,0.75,-8.06,-9.80,-11.98,-11.50,-7.66,-4.05
852.00,4.23,-3.62,-8.39,-12.89,-12.81,-12.74,-7.14,-3.70
856.00,1.70,-3.45,-9.07,-12.32,-10.24,-6.93,-4.28,0.29
860.00,-3.04,-6.85,-11.28,-11.65,-8.85,-8.24,0.04,3.42
864.00,-4.98,-7.96,-11.88,-8.01,-7.05,-2.42,-1.19,0.11
868.00,-7.04,-7.79,-9.19,-9.33,-4.29,-3.49,3.67,3.07
872.00,-5.96,-8.31,-6.67,-6.29,-2.60,-1.58,4.92,0.35
876.00,-6.32,-11.10,-9.45,-5.23,0.67,0.96,4.32,0.86
880.00,-10.24,-7.04,-4.49,-2.64,2.36,2.97,3.54,-3.65
884.00,-7.67,-7.23,-4.25,-2.11,0.25,2.97,1.18,-4.53
888.00,-5.36,-2.36,0.74,0.44,1.72,0.14,-1.38,-6.82
892.00,-5.63,-2.35,2.77,1.49,4.59,0.99,-3.64,-12.41
896.00,-6.32,0.00,0.96,5.01,1.36,-1.52,-5.00,-15.17
900.00,-1.58,1.54,5.46,4.20,1.38,-1.26,-9.46,-18.56
904.00,1.34,2.20,2.75,4.73,-0.92,-9.08,-14.89,-22.19
908.00,3.05,5.10,4.65,1.88,-2.60,-11.93,-15.42,-21.78
912.00,2.54,3.28,4.57,-0.97,-5.42,-15.55,-19.67,-24.12
916.00,4.23,4.28,1.24,-4.76,-7.17,-16.82,-21.71,-22.14
920.00,4.23,4.14,0.25,-6.97,-12.64,-19.08,-20.38,-20.67
924.00,1.76,-0.25,-2.67,-9.39,-14.61,-20.80,-23.63,-21.07
928.00,4.18,-1.35,-4.14,-11.27,-20.00,-20.86,-22.03,-16.07
932.00,0.88,-1.74,-8.15,-16.62,-21.55,-22.65,-21.21,-12.13
936.00,0.02,-2.63,-11.20,-17.02,-20.73,-21.13,-15.96,-9.35
940.00,-0.45,-5.57,-15.01,-19.30,-22.56,-20.39,-11.45,-3.62
944.00,-3.52,-9.22,-16.10,-17.56,-19.96,-18.56,-7.07,2.14
948.00,-5.44,-13.50,-15.64,-17.55,-16.48,-12.82,-3.08,9.13
952.00,-8.37,-16.32,-18.13,-18.63,-16.08,-7.30,-1.02,12.87
956.00,-11.87,-17.72,-18.18,-16.16,-11.22,-4.38,3.91,15.23
960.00,-11.85,-15.15,-19.53,-14.35,-8.53,3.41,10.42,19.51
964.00,-15.92,-16.48,-13.92,-11.12,-4.76,4.43,16.57,22.77
968.00,-16.85,-18.16,-14.73,-8.11,-0.39,7.79,19.88,24.46
972.00,-14.64,-16.99,-12.50,-5.78,6.76,16.22,19.15,26.23
976.00,-13.40,-13.62,-8.75,-1.11,11.74,18.00,22.35,24.05
980.00,-16.03,-10.59,-5.71,2.58,12.48,19.20,22.27,21.78
984.00,-10.93,-7.79,-1.62,11.19,16.05,21.28,24.64,17.75
988.00,-9.77,-2.91,5.03,11.85,21.16,22.71,21.58,15.66
992.00,-8.18,1.10,7.40,14.60,22.42,20.87,18.12,13.59
996.00,-3.30,4.31,12.45,16.13,22.29,21.02,16.87,5.66
1000.00,1.63,7.00,12.28,17.01,19.23,20.00,10.53,2.23
1004.00,1.17,11.05,15.31,22.31,19.38,14.60,8.16,1.00
1008.00,6.87,14.16,20.66,21.95,15.28,11.24,1.95,-5.55
1012.00,9.09,15.14,19.72,16.68,15.00,5.87,-2.05,-4.89
1016.00,10.14,18.88,16.62,18.18,9.65,2.45,-4.43,-11.19
1020.00,16.55,16.96,19.46,15.45,9.29,-0.82,-4.84,-9.65
1024.00,16.45,15.22,15.83,8.40,6.24,-3.41,-7.96,-10.60
1028.00,15.42,17.91,15.62,7.14,-0.74,-7.61,-8.59,-8.75
1032.00,14.97,12.86,10.15,2.61,-0.19,-6.62,-10.47,-10.86
1036.00,13.51,13.27,5.98,2.06,-6.93,-7.82,-9.74,-9.42
1040.00,15.86,11.14,3.62,0.37,-5.55,-6.38,-9.39,-4.79
1044.00,9.74,6.11,-0.86,-3.55,-9.55,-8.05,-4.60,-0.92
1048.00,7.44,2.75,-3.29,-7.02,-6.70,-8.29,-2.93,0.14
1052.00,8.81,2.31,-1.91,-6.59,-6.80,-5.93,-1.83,0.80
1056.00,4.03,0.33,-5.31,-4.51,-5.17,-1.53,0.14,5.94
1060.00,2.59,-5.12,-5.49,-3.93,-3.34,-2.10,4.38,6.66
1064.00,-0.14,-6.17,-6.86,-5.50,-3.56,0.29,7.23,10.19
1068.00,-0.75,-6.29,-5.69,-3.93,-1.54,4.26,9.64,9.80
1072.00,-5.59,-3.06,-1.91,-1.33,3.53,6.70,5.93,7.89
1076.00,-1.89,-6.16,-1.84,-1.08,5.88,6.23,8.48,5.55
1080.00,-3.98,-4.80,-1.80,3.25,6.65,10.07,7.62,5.22
1084.00,-2.53,-1.12,0.94,3.46,7.19,7.47,4.52,2.09
1088.00,-4.15,-0.61,1.31,7.46,8.96,8.89,6.45,-1.40
1092.00,0.93,3.14,4.61,5.50,9.69,7.91,1.31,-6.69
1096.00,0.75,1.40,5.52,10.44,6.02,6.92,-0.69,-7.21
1100.00,-0.24,7.10,7.46,6.57,8.98,3.42,-4.93,-13.32
1104.00,5.98,8.58,6.06,5.95,2.70,0.97,-9.06,-12.27
1108.00,6.41,8.35,8.68,7.61,3.90,-2.04,-12.99,-17.99
1112.00,8.06,8.77,9.01,5.64,0.24,-6.75,-15.83,-16.72
1116.00,6.47,9.00,4.52,2.22,-3.65,-8.11,-16.48,-15.88
1120.00,8.28,5.58,6.54,-2.48,-7.57,-11.77,-16.58,-18.26
1124.00,7.47,3.82,3.37,-1.69,-10.43,-12.66,-14.49,-13.73
1128.00,7.04,6.09,1.81,-7.34,-10.84,-13.89,-17.66,-9.08
1132.00,8.57,1.09,-5.50,-8.98,-15.91,-17.09,-12.39,-6.14
1136.00,3.59,-0.51,-7.59,-12.35,-13.31,-14.89,-12.46,-4.42
1140.00,1.14,-3.42,-11.29,-12.84,-16.60,-15.13,-8.48,3.29
1144.00,-1.45,-3.66,-13.64,-14.86,-14.58,-13.25,-0.97,6.74
1148.00,-4.42,-8.78,-13.49,-13.10,-11.97,-6.09,1.15,14.01
1152.00,-3.25,-8.12,-11.48,-13.97,-11.98,-2.80,6.86,17.27
1156.00,-7.14,-9.80,-14.44,-15.06,-9.27,-0.73,9.57,19.53
1160.00,-7.74,-15.10,-11.68,-9.94,-3.04,6.62,15.50,23.62
1164.00,-10.37,-14.52,-13.42,-6.27,0.52,12.48,21.91,25.72
1168.00,-13.81,-13.42,-11.73,-2.29,6.46,16.08,22.40,28.13
1172.00,-10.68,-13.43,-5.03,1.26,8.28,19.78,24.57,32.41
1176.00,-14.49,-10.07,-3.69,7.21,15.86,23.98,29.66,30.26
1180.00,-12.19,-6.54,-0.74,11.31,16.76,24.20,27.37,29.04
1184.00,-8.33,-4.16,6.07,13.64,20.73,24.58,29.41,22.54
1188.00,-4.98,1.00,10.15,15.39,21.66,28.23,26.78,19.62
1192.00,-5.56,5.50,10.28,19.64,26.14,27.61,21.71,15.77
1196.00,2.31,7.38,17.88,20.93,25.91,27.07,20.61,14.37
1200.00,3.16,11.37,19.58,22.56,26.40,23.07,17.19,7.97
1204.00,9.29,13.58,18.65,25.12,24.75,17.63,12.36,1.86
1208.00,11.01,15.63,20.55,23.78,22.69,13.95,6.08,0.24
1212.00,15.44,18.42,21.90,22.86,17.18,13.17,6.65,-1.78
1216.00,16.00,18.23,23.57,18.13,15.53,6.10,0.75,-3.14
1220.00,18.04,22.18,22.83,19.72,12.96,5.10,-1.70,-7.10
1224.00,20.14,20.60,16.62,15.12,7.30,0.89,-2.05,-6.79
1228.00,16.83,20.00,18.57,12.36,2.38,-1.74,-7.37,-6.65
1232.00,21.17,17.83,13.20,8.20,1.13,-3.36,-7.19,-4.78
1236.00,17.46,17.75,12.07,5.64,-0.53,-5.17,-5.53,-3.18
1240.00,15.94,13.42,6.24,0.72,-2.67,-5.03,-4.69,-0.51
1244.00,14.33,11.73,2.09,-1.99,-1.79,-3.51,-2.11,3.39
1248.00,12.42,9.09,3.45,-3.47,-3.95,-3.83,1.10,6.23
1252.00,10.31,6.03,-1.86,-3.81,-3.59,-3.77,4.15,5.40
1256.00,4.52,0.88,-4.50,-4.02,-1.46,-0.79,4.51,11.39
1260.00,6.12,-1.99,-2.62,-4.16,0.75,2.10,7.36,10.95
1264.00,2.85,0.09,-1.27,-4.72,0.73,5.53,9.43,9.19
1268.00,2.04,-4.16,-1.27,-0.56,0.74,7.47,10.26,9.11
1272.00,-0.01,-1.21,-3.56,3.07,6.06,8.92,11.94,12.15
1276.00,-2.19,-3.33,-1.43,1.42,9.00,11.76,10.45,7.39
1280.00,-0.82,-2.87,2.15,2.81,7.09,12.81,10.38,7.85
1284.00,-1.99,2.13,3.66,7.20,9.39,9.50,11.41,3.71
1288.00,0.42,0.02,4.36,7.30,9.89,9.67,8.36,2.14
1292.00,-1.51,3.97,8.76,9.19,12.55,9.91,1.59,-2.89
1296.00,3.76,4.21,8.14,9.11,7.78,5.38,-0.76,-4.08
1300.00,3.30,6.79,10.44,9.31,6.63,4.00,-3.92,-7.73
1304.00,5.67,7.96,8.21,9.19,3.97,-0.35,-7.24,-14.87
1308.00,7.59,6.85,7.28,9.79,4.69,-2.18,-11.78,-12.78
1312.00,7.34,7.39,8.14,3.63,-1.46,-5.02,-11.20,-16.75
1316.00,8.51,9.96,5.54,2.59,-2.35,-8.00,-12.29,-16.30
1320.00,8.46,8.49,3.04,1.08,-8.09,-11.84,-15.81,-14.29
1324.00,9.29,5.80,4.82,-0.78,-10.77,-15.52,-16.80,-12.15
1328.00,9.81,5.40,-1.19,-4.48,-11.83,-17.34,-15.84,-11.96
1332.00,5.38,1.61,-0.71,-7.27,-12.93,-13.51,-13.07,-8.83
1336.00,3.40,0.98,-8.35,-9.56,-12.90,-16.34,-11.71,-2.80
1340.00,1.76,-2.96,-7.46,-11.54,-16.05,-14.89,-7.71,0.10
1344.00,2.40,-4.59,-11.41,-13.84,-12.60,-10.40,-3.57,8.81
1348.00,-3.51,-6.29,-15.16,-12.24,-14.79,-4.82,3.01,11.40
1352.00,-3.41,-9.03,-15.02,-15.04,-8.58,-3.31,8.82,15.44
1356.00,-7.78,-14.42,-11.99,-15.12,-9.08,1.49,9.29,23.33
1360.00,-10.67,-15.55,-11.58,-10.50,-4.54,6.84,15.25,25.09
1364.00,-10.40,-14.45,-14.24,-5.18,0.06,9.64,21.00,25.98
1368.00,-11.24,-14.57,-8.59,-3.30,4.73,14.52,21.78,29.79
1372.00,-12.19,-10.24,-7.06,-1.00,8.73,20.53,25.10,29.34
1376.00,-12.05,-12.39,-4.30,3.55,15.54,21.42,28.13,28.67
1380.00,-11.15,-7.66,-0.64,10.24,19.30,24.40,27.91,28.28
