Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4
0.194,-0.00016108396911621093,-0.00013774412536621093,-0.00010102538299560546,4.7802734375e-05,-8.2666015625e-05,-8.837891578674316e-06,-4.692382431030273e-05,0.000203271484375
0.196,-0.00018413084411621092,-0.00013999021911621093,-0.00010454100799560547,4.2236328125e-05,-8.6181640625e-05,-1.1279298782348633e-05,-5.092773056030273e-05,0.00020053710937499998
0.198,-0.00018867185974121093,-0.00013896482849121093,-9.863280487060547e-05,4.27734375e-05,-8.1640625e-05,-9.960939407348632e-06,-4.6289058685302735e-05,0.00020390624999999999
0.2,-0.00018061521911621093,-0.00013344725036621094,-9.389647674560546e-05,4.9365234375e-05,-7.514648437499999e-05,-5.029298782348632e-06,-3.959960556030273e-05,0.000209716796875
0.202,-0.00016757810974121092,-0.00013134764099121093,-9.199217987060547e-05,5.8593746185302735e-05,-7.070312499999999e-05,3.4179673194885253e-06,-3.4472652435302735e-05,0.00021708984375
0.204,-0.00016108396911621093,-0.00012905271911621094,-9.682616424560546e-05,5.825194931030273e-05,-7.182617187499999e-05,2.4902334213256836e-06,-3.530273056030273e-05,0.000218408203125
0.206,-0.00016474607849121094,-0.00012705077362060545,-0.00010312499237060546,5.537109375e-05,-7.392578125e-05,1.4648423194885252e-06,-3.623046493530273e-05,0.0002193359375
0.208,-0.00017817381286621092,-0.00013051756286621094,-0.00011108397674560546,4.6923828124999996e-05,-8.422850799560547e-05,-6.5917978286743165e-06,-4.565429306030273e-05,0.000209423828125
0.21,-0.00018188475036621092,-0.00013237303161621093,-0.00011079100799560547,4.2529296875e-05,-8.940428924560547e-05,-8.154297828674315e-06,-4.995116806030273e-05,0.000207763671875
0.212,-0.00018188475036621092,-0.00013774412536621093,-0.00010913085174560546,4.4384765625e-05,-9.653319549560547e-05,-6.9824233055114745e-06,-5.815429306030273e-05,0.000203564453125
0.214,-0.00018090818786621092,-0.00013608396911621092,-0.00011059569549560546,3.8427734374999996e-05,-9.594725799560546e-05,-1.3330080032348632e-05,-6.079101181030273e-05,0.000197412109375
0.216,-0.00017548826599121092,-0.00012968748474121092,-0.00010800780487060546,4.16015625e-05,-8.925780487060547e-05,-1.0449219703674315e-05,-5.6445308685302735e-05,0.0001994140625
0.218,-0.00016479490661621093,-0.00012075194549560546,-9.604491424560547e-05,5.5712886810302734e-05,-7.817382049560547e-05,1.8066396713256835e-06,-4.6240230560302734e-05,0.00021010742187499998
0.22,-0.00017319334411621093,-0.00012319335174560547,-0.00010014647674560546,5.0341796875e-05,-8.032225799560546e-05,-4.150391578674316e-06,-4.809569931030273e-05,0.000205322265625
0.222,-0.00017641600036621093,-0.00012817381286621093,-0.00010209960174560546,4.4091796874999996e-05,-8.0126953125e-05,-9.521485328674316e-06,-4.829101181030273e-05,0.000201416015625
0.224,-0.00016821287536621094,-0.00012983396911621093,-0.00010424803924560546,4.4091796874999996e-05,-7.8369140625e-05,-9.814454078674316e-06,-4.575194931030273e-05,0.000203076171875
0.226,-0.00016503904724121093,-0.00012714842987060547,-0.00010107421112060547,4.58984375e-05,-7.880859375e-05,-7.812500953674316e-06,-4.541015243530273e-05,0.00020566406249999998
0.228,-0.00017714842224121093,-0.00013281248474121093,-0.00010507811737060546,4.2187499999999995e-05,-8.662109375e-05,-1.2207033157348632e-05,-5.3808589935302734e-05,0.00019873046875
0.23,-0.00017900389099121094,-0.00013564451599121094,-0.00010361327362060546,4.4531249999999995e-05,-8.876952362060547e-05,-1.0546876907348632e-05,-5.5468746185302734e-05,0.00019833984375
0.232,-0.00016757810974121092,-0.00012880857849121094,-9.824217987060547e-05,5.3320312499999996e-05,-8.271483612060546e-05,-2.9296889305114744e-06,-4.892577743530273e-05,0.00020546875
0.234,-0.00016787107849121092,-0.00012646483612060546,-9.433592987060547e-05,5.6933589935302735e-05,-8.105467987060547e-05,-8.789072036743164e-07,-4.7656246185302733e-05,0.00020751953125
0.236,-0.00017558592224121094,-0.00012841795349121093,-9.736327362060546e-05,5.498046493530273e-05,-8.388671112060546e-05,-3.222657203674316e-06,-5.058593368530273e-05,0.00020439453124999999
0.238,-0.00017221678161621093,-0.00012670897674560547,-9.819335174560546e-05,5.7177730560302735e-05,-8.100585174560547e-05,4.3945217132568355e-07,-4.741210556030273e-05,0.000207763671875
0.24,-0.00017304685974121092,-0.00012382811737060546,-0.00010058592987060547,5.458984375e-05,-8.261717987060547e-05,-1.4648451805114746e-06,-5.009765243530273e-05,0.000205078125
0.242,-0.00017719725036621092,-0.00011821288299560547,-9.565428924560547e-05,5.6298828125e-05,-7.963866424560546e-05,-2.5878920555114744e-06,-4.829101181030273e-05,0.000206298828125
0.244,-0.00017490232849121093,-0.00011259764862060546,-9.492186737060547e-05,5.703125e-05,-7.939452362060547e-05,1.9531065225601195e-07,-4.7949214935302735e-05,0.00020791015624999998
0.246,-0.00017211912536621094,-0.00010952147674560546,-9.594725799560546e-05,5.8740234374999995e-05,-8.012694549560546e-05,4.394512176513672e-07,-4.8095703124999995e-05,0.000208740234375
0.248,-0.00016625975036621093,-0.00010590819549560547,-9.340819549560546e-05,6.196289062499999e-05,-7.807616424560547e-05,2.685544967651367e-06,-4.5068355560302734e-05,0.000210888671875
0.25,-0.00015366209411621094,-9.916991424560546e-05,-8.969725799560546e-05,6.840819549560546e-05,-7.114257049560546e-05,1.0107419967651367e-05,-3.7060543060302735e-05,0.000217529296875
0.252,-0.00014956053161621093,-0.00010522460174560546,-9.008788299560546e-05,6.577147674560547e-05,-7.290038299560547e-05,9.814451217651367e-06,-3.911132431030273e-05,0.000216845703125
0.254,-0.00015908201599121094,-0.00011318358612060546,-9.374999237060546e-05,6.337890243530273e-05,-7.871092987060547e-05,5.078123569488525e-06,-4.726562118530273e-05,0.00021054687499999999
0.256,-0.00016210935974121093,-0.00011884764862060546,-9.228514862060546e-05,6.269530868530274e-05,-8.232421112060546e-05,2.246092319488525e-06,-5.185546493530273e-05,0.000205859375
0.258,-0.00016425779724121094,-0.00012138671112060547,-9.580077362060547e-05,6.123046493530274e-05,-7.998046112060546e-05,2.832029581069946e-06,-4.824218368530273e-05,0.0002087890625
0.26,-0.00017119139099121093,-0.00012724608612060546,-0.00010546874237060546,5.673828125e-05,-8.222655487060547e-05,-2.929706573486328e-07,-5.0195312499999994e-05,0.00020742187499999998
0.262,-0.00017041014099121094,-0.00012490233612060547,-0.00010781249237060546,5.8203125e-05,-8.193358612060546e-05,3.9062309265136715e-07,-5.107421875e-05,0.00020761718749999998
0.264,-0.00016137693786621093,-0.00011606444549560546,-9.692382049560547e-05,6.5869140625e-05,-7.553710174560546e-05,1.1279294967651366e-05,-4.2626953125e-05,0.000217138671875
0.266,-0.00014868162536621092,-0.00011157225799560547,-8.520507049560547e-05,7.036132049560546e-05,-6.918944549560547e-05,1.8017576217651366e-05,-3.6865234375e-05,0.000225439453125
0.268,-0.00015859373474121094,-0.00010712889862060547,-9.150389862060547e-05,6.396483993530273e-05,-7.714842987060546e-05,1.3574216842651366e-05,-4.4628902435302735e-05,0.00022119140624999998
0.27,-0.00016723631286621093,-0.00011059569549560546,-9.350585174560546e-05,6.2548828125e-05,-7.797850799560547e-05,8.740232467651367e-06,-4.4384761810302735e-05,0.000216064453125
0.272,-0.00016708982849121092,-9.999999237060547e-05,-9.863280487060547e-05,6.718749237060546e-05,-8.027342987060547e-05,7.519529342651367e-06,-4.492187118530273e-05,0.00021318359375
0.274,-0.00016977537536621093,-0.00011118163299560547,-0.00010913085174560546,5.8154296875e-05,-8.754882049560547e-05,1.5136700868606568e-06,-5.3369136810302734e-05,0.00020815429687499998
0.276,-0.00016904295349121093,-0.00012128905487060547,-0.00010507811737060546,5.224609375e-05,-9.296874237060547e-05,9.765605926513672e-07,-6.0351562499999994e-05,0.00020546875
0.278,-0.00017075193786621093,-0.00012397460174560547,-0.00010288085174560546,4.9365230560302735e-05,-9.467772674560547e-05,1.157226276397705e-05,-6.1279296875e-05,0.000209423828125
0.28,-0.00016865232849121094,-0.00011152342987060546,-9.570311737060546e-05,5.478515625e-05,-8.671874237060546e-05,1.7578123092651367e-05,-5.224609375e-05,0.00021748046874999998
0.282,-0.00015283201599121092,-9.999999237060547e-05,-7.558592987060547e-05,8.496092987060547e-05,-6.796874237060547e-05,1.2695310592651366e-05,-3.4765625e-05,0.00022685546874999998
0.284,-0.00015917967224121093,-0.00010498046112060546,-7.919921112060547e-05,0.00011552733612060546,-6.640624237060547e-05,1.3964841842651367e-05,-3.22265625e-05,0.00022558593749999998
0.286,-0.00017333982849121094,-0.00011699217987060546,-8.769530487060547e-05,8.896483612060546e-05,-6.845702362060547e-05,1.3574216842651366e-05,-3.2519531249999996e-05,0.00022744140625
0.288,-0.00017807615661621093,-0.00012534178924560545,-9.643553924560547e-05,4.2626953125e-05,-7.504882049560546e-05,6.298826217651367e-06,-3.9892578125e-05,0.00022143554687499998
0.29,-0.00018154295349121093,-0.00012890623474121093,-0.00010478514862060547,7.011717987060546e-05,-8.232421112060546e-05,8.691404342651367e-06,-4.5996093749999996e-05,0.00021611328125
0.292,-0.00018271482849121094,-0.00013554685974121093,-0.00011679686737060546,9.697264862060546e-05,-9.404296112060547e-05,1.4648435592651366e-05,-5.48828125e-05,0.00021210937499999998
0.294,-0.00017387693786621094,-0.00013422850036621094,-0.00011215819549560547,5.9521480560302735e-05,-8.764647674560547e-05,4.150387763977051e-06,-4.8583984374999996e-05,0.000214208984375
0.296,-0.00016420896911621094,-0.00012290038299560545,-0.00010131835174560547,3.3154296875e-05,-7.680663299560546e-05,4.248044967651367e-06,-3.9404296875e-05,0.000220263671875
0.298,-0.00016220701599121092,-0.00011357421112060546,-9.140624237060546e-05,5.273437118530273e-05,-6.943358612060547e-05,1.3574216842651366e-05,-3.330078125e-05,0.0002267578125
